,price,Furnishing,Bathroom,Balcony,bhk,locality,City
216,130000,Furnished,3,4,3 BHK Apartment ," Panchshil Towers, EON Free Zone, Kharadi ",Pune
217,"40,000",Furnished,2,2,2 BHK Apartment ," Fortaleza, Kalyani Nagar ",Pune
218,"18,000",Semi-Furnished,2,2,2 BHK Apartment ," Dhankawade Patil Township, Dhankawadi ",Pune
219,"21,000",Unfurnished,2,2,2 BHK Apartment ," Kolte Patil Life Republic, Hinjawadi ",Pune
220,"45,000",Furnished,2,2,2 BHK Apartment ," Imperial Residence, Kalyani Nagar ",Pune
221,"35,000",Unfurnished,3,2,3 BHK Apartment ," Pristine Grandeur, Kaspate Wasti ",Pune
222,110000,Semi-Furnished,5,2,4 BHK Apartment ," Panchshil Towers, Kharadi ",Pune
223,"45,000",Furnished,2,2,2 BHK Apartment ," Amanora Aspire Towers, Hadapsar ",Pune
224,"30,000",Unfurnished,2,2,2 BHK Apartment , Baner ,Pune
225,"25,000",Semi-Furnished,2,2,2 BHK Apartment ," Pride Aashiyana, Dhanori ",Pune
226,"20,000",Unfurnished,2,1,2 BHK Apartment ," Square Elegance, Baner ",Pune
227,"46,000",Furnished,2,2,3 BHK Apartment ," Lunkad Valencia, Viman Nagar ",Pune
228,"40,000",Semi-Furnished,3,2,3 BHK Apartment ," Icon Sterling Towers, Baner ",Pune
229,"30,000",Unfurnished,3,3,3 BHK Apartment ," Bhoomi Spring Towns, Undri ",Pune
230,"30,000",Unfurnished,2,2,2 BHK Apartment ," Park Xpress II, Baner ",Pune
231,"14,000",Semi-Furnished,1,1,1 BHK Apartment ," Majestique Manhattan, Wagholi ",Pune
232,"72,000",Furnished,3,2,3 BHK Apartment ," Kumar Sienna, Magarpatta ",Pune
233,"22,000",Unfurnished,2,0,2 BHK Apartment ," Citadel Enclave Co Op Housing Society, Ghorpadi ",Pune
234,"30,000",Unfurnished,2,1,2 BHK Penthouse ," Gera Adara, Hinjawadi ",Pune
235,"15,000",Semi-Furnished,2,2,2 BHK Apartment ," Dynamic Grandeur, Undri ",Pune
236,"18,000",Unfurnished,2,1,2 BHK Apartment ," Whitefield, Sus ",Pune
237,"21,000",Unfurnished,2,1,3 BHK Apartment ," Megapolis Sunway, Hinjawadi ",Pune
238,100000,Semi-Furnished,4,2,4 BHK Apartment ," The Ark, Kondhwa ",Pune
239,"24,000",Semi-Furnished,1,1,1 BHK Apartment ," Hi Line, Sakore Nagar, Viman Nagar ",Pune
240,"25,000",Unfurnished,2,1,2 BHK Apartment ," Megapolis Sunway, Phase 3 Hinjewadi Rajiv Gandhi Infotech Park ",Pune
241,130000,Unfurnished,5,3,4 BHK Apartment ," Eon Waterfront, Kharadi ",Pune
242,"67,000",Furnished,4,3,3 BHK Apartment ," EON Free Zone, Kharadi ",Pune
243,"75,000",Unfurnished,3,4,3 BHK Apartment ," Panchshil Towers, Kharadi ",Pune
244,"28,000",Unfurnished,2,1,2 BHK Apartment , Pingale Wasti ,Pune
245,"15,000",Unfurnished,2,2,2 BHK Apartment , Bhukum ,Pune
246,"30,000",Unfurnished,3,3,3 BHK Apartment ," Skyscraper, Wakad ",Pune
247,"70,000",Semi-Furnished,4,2,4 BHK Apartment ," Eon Waterfront, EON Free Zone, Kharadi ",Pune
248,"21,000",Unfurnished,2,2,2 BHK Apartment ," Sathe Nagar, Lohegaon ",Pune
249,"32,000",Unfurnished,2,2,2 BHK Apartment ," Kharadi Gaon, Kharadi ",Pune
