,price,Furnishing,Bathroom,Balcony,bhk,locality,City
192,"25,000",Semi-Furnished,2,1,3 BHK Apartment , Kandigai ,Chennai
193,"20,000",Unfurnished,2,0,3 BHKHouse , Valasaravakkam ,Chennai
194,"11,000",Semi-Furnished,2,0,2 BHK Builder Floor , Thirumullaivoyal ,Chennai
195,"14,000",Semi-Furnished,2,0,2 BHK Builder Floor , Valasaravakkam ,Chennai
196,"55,000",Semi-Furnished,3,2,3 BHK Apartment , Thoraipakkam ,Chennai
197,"12,750",Semi-Furnished,2,1,3 BHK Apartment , Sachidananda Puram ,Chennai
198,"18,000",Semi-Furnished,2,1,2 BHKHouse , Nanganallur ,Chennai
199,"21,000",Furnished,2,1,2 BHK Apartment , Poonamallee ,Chennai
200,"25,000",Semi-Furnished,3,1,3 BHK Builder Floor , Poompuhar Nagar Kolathur ,Chennai
201,"33,000",Semi-Furnished,3,1,3 BHK Builder Floor , Valasaravakkam ,Chennai
202,"10,000",Unfurnished,2,0,2 BHK Builder Floor , Kattupakkam ,Chennai
203,"55,000",Semi-Furnished,3,1,4 BHK Apartment , Alwarpet ,Chennai
204,250000,Semi-Furnished,4,1,4 BHK Apartment , Srinagar Colony Saidapet ,Chennai
205,"50,000",Semi-Furnished,5,2,4 BHK Apartment , Iyyappanthangal ,Chennai
206,"18,000",Semi-Furnished,3,0,3 BHKHouse , Madhavaram ,Chennai
207,"16,500",Semi-Furnished,2,0,2 BHKHouse , Mogappair West Ambattur Industrial Estate ,Chennai
208,"11,500",Unfurnished,2,2,2 BHKHouse , Avadi ,Chennai
209,"12,000",Unfurnished,2,1,2 BHKHouse , Peravallur ,Chennai
210,"25,000",Unfurnished,2,1,2 BHKHouse , Aminjikarai ,Chennai
211,"35,000",Semi-Furnished,4,3,4 BHK Villa , Tambaram West Tambaram ,Chennai
212,"27,000",Unfurnished,2,0,3 BHK Builder Floor , Muthamizh Nagar Kodungaiyur ,Chennai
213,630000,Semi-Furnished,5,2,6 BHK Villa , Adyar ,Chennai
214,100000,Semi-Furnished,4,2,4 BHK Apartment , Subba Road Avenue Nungambakkam ,Chennai
215,"75,000",Semi-Furnished,3,1,3 BHK Apartment , Mylapore ,Chennai
216,"12,000",Semi-Furnished,2,0,2 BHKHouse , Veppambaattu ,Chennai
217,"11,000",Semi-Furnished,1,1,1 BHK Apartment , Pallikaranai ,Chennai
218,"37,000",Semi-Furnished,3,1,3 BHK Apartment , Anna Nagar West ,Chennai
219,"60,000",Semi-Furnished,3,3,3 BHK Apartment , MRC Nagar ,Chennai
220,"50,000",Semi-Furnished,3,1,3 BHK Apartment , Thoraipakkam ,Chennai
221,"30,000",Semi-Furnished,2,1,2 BHK Apartment , Sholinganallur ,Chennai
222,"10,000",Unfurnished,1,1,Studio Apartment , Thiruvanmiyur ,Chennai
223,120000,Semi-Furnished,3,2,3 BHK Apartment , Kotturpuram ,Chennai
224,"75,000",Semi-Furnished,3,2,3 BHK Apartment , Alwarpet ,Chennai
225,260000,Furnished,4,2,4 BHKHouse , RA Puram ,Chennai
226,"20,000",Semi-Furnished,1,1,1 BHK Apartment , T Nagar ,Chennai
227,"45,000",Semi-Furnished,3,2,3 BHK Apartment , Pallavaram ,Chennai
228,"75,000",Unfurnished,3,2,3 BHK Apartment , Mylapore ,Chennai
229,110000,Semi-Furnished,4,3,3 BHK Builder Floor , RA Puram ,Chennai
230,"15,000",Unfurnished,5,1,3 BHKHouse , Anakaputhur ,Chennai
231,"15,000",Unfurnished,2,1,2 BHK Apartment , Madambakkam ,Chennai
232,"14,000",Unfurnished,1,1,2 BHK Builder Floor , Ayanavaram ,Chennai
233,"19,000",Unfurnished,3,2,3 BHK Apartment , Old Mahabalipuram Road  ,Chennai
234,"25,000",Unfurnished,3,1,3 BHK Villa , Mugalivakkam ,Chennai
235,"60,000",Semi-Furnished,3,1,3 BHK Apartment , Anna Nagar ,Chennai
236,130000,Semi-Furnished,3,3,3 BHKHouse , Pondy Bazaar ,Chennai
237,130000,Furnished,3,2,3 BHK Apartment , Saidapet ,Chennai
238,"80,000",Furnished,3,0,3 BHK Apartment , Anna Nagar ,Chennai
239,"50,000",Unfurnished,3,1,3 BHK Apartment , Old Mahabalipuram Road  ,Chennai
240,"65,000",Semi-Furnished,3,0,3 BHK Apartment , Sholinganallur ,Chennai
241,"16,000",Unfurnished,2,0,2 BHKHouse , Sri Krishna Nagar Maduravoyal ,Chennai
242,"48,000",Unfurnished,2,0,3 BHK Apartment , T Nagar ,Chennai
243,"15,000",Unfurnished,1,1,1 BHK Apartment , Nellikuppam Road ,Chennai
245,"20,000",Semi-Furnished,3,2,3 BHKHouse , Madipakkam ,Chennai
246,"15,000",Semi-Furnished,3,1,3 BHKHouse , Mudichur ,Chennai
247,"13,500",Semi-Furnished,3,1,3 BHK Apartment , Srinivasa Nagar Sikkarayapuram ,Chennai
248,150000,Furnished,5,2,5 BHKHouse , Perumbakkam Main Road ,Chennai
249,"10,000",Furnished,1,1,1 BHK Builder Floor , Old Perungalathur ,Chennai
250,"11,500",Unfurnished,2,1,1 BHK Builder Floor , Choolaimedu ,Chennai
251,"9,000",Unfurnished,1,1,1 BHKHouse , Pattara Vakkam ,Chennai
252,"57,000",Furnished,4,2,4 BHK Apartment , Porur ,Chennai
253,"12,500",Semi-Furnished,2,3,2 BHK Apartment , Mel Ayanambakkam Kil Ayanambakkam ,Chennai
254,"9,000",Unfurnished,1,1,2 BHK Apartment , Mangadu ,Chennai
255,"9,500",Unfurnished,2,1,2 BHK Apartment , Urapakkam ,Chennai
256,"15,000",Unfurnished,2,2,3 BHK Builder Floor , Thirumullaivoyal ,Chennai
257,"15,000",Semi-Furnished,2,1,2 BHK Builder Floor , Triplicane ,Chennai
258,"8,800",Unfurnished,1,0,2 BHKHouse , Vaishnavi Nagar ,Chennai
259,"20,000",Semi-Furnished,2,2,2 BHKHouse , Kothari Nagar ,Chennai
260,"80,000",Unfurnished,3,2,3 BHK Apartment , Nandanam ,Chennai
261,"75,000",Semi-Furnished,3,2,3 BHK Apartment , Anna Nagar ,Chennai
262,"45,000",Semi-Furnished,3,2,3 BHK Apartment , Kalakshetra Colony ,Chennai
263,"75,000",Furnished,3,1,3 BHK Apartment , Kilpauk ,Chennai
264,"75,000",Semi-Furnished,4,3,4 BHK Apartment , Anna Nagar ,Chennai
265,"60,000",Semi-Furnished,3,2,3 BHK Apartment , Block H Annanagar East ,Chennai
266,"30,000",Semi-Furnished,2,1,1 BHK Apartment , Kilpauk ,Chennai
267,"26,000",Semi-Furnished,3,1,3 BHK Apartment , Thoraipakkam ,Chennai
268,"30,000",Unfurnished,3,1,3 BHK Builder Floor , Anna Nagar West ,Chennai
269,180000,Semi-Furnished,3,2,4 BHK Villa , East Abhiramapuram ,Chennai
270,400000,Semi-Furnished,4,2,4 BHK Apartment , Boat Club Road ,Chennai
271,"60,000",Semi-Furnished,3,1,3 BHK Apartment , Vadapalani ,Chennai
272,"35,000",Unfurnished,3,1,3 BHK Apartment , Kodambakkam ,Chennai
273,"85,000",Unfurnished,4,2,4 BHK Apartment , Porur ,Chennai
274,"18,000",Unfurnished,2,2,2 BHKHouse , Valasaravakkam ,Chennai
275,"30,000",Unfurnished,3,1,3 BHK Apartment , Valasaravakkam ,Chennai
276,"20,000",Semi-Furnished,1,0,1 BHK Apartment , T Nagar ,Chennai
277,"16,000",Unfurnished,2,1,2 BHK Builder Floor , Thiruporur ,Chennai
278,180000,Furnished,4,2,4 BHKHouse , Uthandi ,Chennai
279,300000,Semi-Furnished,5,2,3 BHK Apartment , Boat Club Road ,Chennai
280,"11,500",Semi-Furnished,2,1,2 BHK Apartment , Nandivaram Guduvancheri ,Chennai
281,"60,000",Semi-Furnished,3,2,3 BHK Apartment , Kovilambakkam ,Chennai
282,130000,Semi-Furnished,4,3,4 BHKHouse , Adyar ,Chennai
283,"65,000",Semi-Furnished,3,2,3 BHK Apartment , Mandaveli ,Chennai
284,"45,000",Semi-Furnished,2,1,2 BHK Apartment , Cathedral Road ,Chennai
285,"65,000",Furnished,3,3,3 BHK Apartment , Nungambakkam ,Chennai
286,"80,000",Semi-Furnished,3,1,3 BHK Apartment , Nungambakkam ,Chennai
287,"27,000",Semi-Furnished,2,2,2 BHK Apartment , Velachery ,Chennai
288,120000,Semi-Furnished,3,1,3 BHKHouse , Kasturba Nagar Adyar  ,Chennai
289,"20,000",Semi-Furnished,4,3,4 BHK Apartment , Old Mahabalipuram Road  ,Chennai
290,"38,000",Semi-Furnished,3,4,3 BHK Apartment , Thiruvanmiyur ,Chennai
291,"60,000",Unfurnished,3,1,3 BHK Apartment , New Beach Road ,Chennai
292,"20,000",Furnished,2,1,2 BHK Apartment , Ramapuram ,Chennai
293,"40,000",Unfurnished,3,0,3 BHK Apartment , Nungambakkam ,Chennai
294,"15,000",Semi-Furnished,2,0,2 BHK Apartment , Kil Ayanambakkam ,Chennai
295,180000,Semi-Furnished,4,3,4 BHK Apartment , Velachery ,Chennai
296,110000,Unfurnished,3,2,4 BHK Apartment , Kolathur ,Chennai
297,"27,000",Semi-Furnished,2,2,3 BHK Apartment , Choolaimedu ,Chennai
298,"7,500",Unfurnished,1,0,1 BHKHouse , Kattupakkam ,Chennai
299,"20,000",Semi-Furnished,2,0,2 BHKHouse , Thoraipakkam ,Chennai
300,"14,000",Semi-Furnished,2,0,2 BHK Builder Floor , Perambur ,Chennai
301,"50,000",Unfurnished,4,1,5 BHKHouse , VGP Shanti Nagar ,Chennai
302,"10,000",Unfurnished,1,1,1 BHK Builder Floor , Muthu Kumaran Nagar ,Chennai
303,"27,000",Semi-Furnished,2,1,2 BHK Apartment ," Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road ",Chennai
304,"8,000",Semi-Furnished,1,0,Studio Apartment , Maraimalai Nagar ,Chennai
305,"10,000",Unfurnished,1,1,2 BHK Apartment , Mugalivakkam ,Chennai
306,"25,000",Unfurnished,2,0,3 BHK Apartment , Chromepet ,Chennai
307,"10,500",Unfurnished,1,0,1 BHKHouse , GKM Colony Kolathur ,Chennai
308,"85,000",Semi-Furnished,3,0,4 BHK Apartment , Anna Nagar ,Chennai
309,"8,000",Unfurnished,1,0,1 BHKHouse , Guduvancherry ,Chennai
310,"11,000",Unfurnished,1,0,1 BHKHouse , Royapettah ,Chennai
311,"12,500",Semi-Furnished,2,0,2 BHKHouse , Pudur Ambattur ,Chennai
312,"35,000",Semi-Furnished,5,0,5 BHKHouse , Nesapakkam ,Chennai
313,"15,000",Semi-Furnished,2,0,2 BHKHouse , Ullagaram Madipakkam ,Chennai
314,"8,500",Semi-Furnished,1,1,2 BHK Apartment , Urapakkam ,Chennai
315,120000,Semi-Furnished,3,2,3 BHK Apartment , Adyar ,Chennai
316,110000,Semi-Furnished,3,2,3 BHK Builder Floor , Annanagar East ,Chennai
317,"55,000",Unfurnished,3,1,3 BHK Apartment , Anna Nagar ,Chennai
318,"65,000",Semi-Furnished,2,2,3 BHK Apartment , T Nagar ,Chennai
319,130000,Semi-Furnished,6,3,5 BHK Villa , Panaiyur ,Chennai
320,"14,000",Unfurnished,1,1,1 BHK Apartment , Padur ,Chennai
321,"20,000",Semi-Furnished,3,3,2 BHK Builder Floor , Pallavaram ,Chennai
322,200000,Semi-Furnished,4,0,4 BHK Apartment , Alwarpet ,Chennai
323,"17,000",Semi-Furnished,1,1,1 BHK Apartment , Shenoy Nagar ,Chennai
324,"15,000",Unfurnished,2,1,3 BHKHouse , Guduvancheri ,Chennai
