,price,Furnishing,Bathroom,Balcony,bhk,locality,City
270,130000,Unfurnished,4,2,4 BHK Villa ," Tellapur, Outer Ring Road ",Hyderabad
271,"40,000",Semi-Furnished,3,1,3 BHK Apartment , Nalagandla ,Hyderabad
272,"12,000",Unfurnished,2,2,2 BHKHouse , BN Reddy Nagar  ,Hyderabad
273,"40,000",Semi-Furnished,3,1,3 BHK Apartment ," Hafeezpet, NH  9 ",Hyderabad
274,"9,000",Semi-Furnished,1,3,1 BHKHouse , Kompally ,Hyderabad
275,"30,000",Unfurnished,2,2,3 BHKHouse ," Salar Jung Colony, Toli Chowki ",Hyderabad
276,"30,000",Semi-Furnished,3,1,3 BHK Apartment , Kompally ,Hyderabad
277,"22,000",Semi-Furnished,2,1,2 BHKHouse ," Nampally, NH 7 ",Hyderabad
278,"12,500",Unfurnished,2,0,2 BHKHouse , Defence Colony Layout ,Hyderabad
279,"9,000",Unfurnished,2,1,2 BHKHouse ," R K Nagar, Secunderabad ",Hyderabad
280,250000,Semi-Furnished,5,4,4 BHK Villa ," Financial District, Nanakram Guda ",Hyderabad
281,"30,000",Semi-Furnished,4,1,4 BHK Apartment , Kompally ,Hyderabad
282,"70,000",Semi-Furnished,3,0,3 BHK Apartment ," Kokapet, Outer Ring Road ",Hyderabad
283,"95,000",Semi-Furnished,3,1,3 BHK Apartment , Nanakaramguda ,Hyderabad
284,110000,Semi-Furnished,5,0,4 BHK Apartment , Gachibowli ,Hyderabad
285,"31,000",Semi-Furnished,4,4,4 BHK Apartment , Bandlaguda Jagir ,Hyderabad
286,"20,000",Semi-Furnished,3,1,3 BHK Villa , Kompally ,Hyderabad
287,"70,000",Furnished,3,3,3 BHK Apartment ," Kukatpally Housing Board Colony, NH  9 ",Hyderabad
288,"40,000",Semi-Furnished,3,2,3 BHK Apartment ," Banjara Hills, NH  9 ",Hyderabad
289,"34,000",Semi-Furnished,3,0,3 BHK Builder Floor , Himayatnagar ,Hyderabad
290,"80,000",Unfurnished,3,2,3 BHK Apartment , Shaikpet ,Hyderabad
291,180000,Furnished,5,3,4 BHK Villa ," Kokapet, Outer Ring Road ",Hyderabad
292,530000,Semi-Furnished,5,2,4 BHK Villa ," Narsingi, Outer Ring Road ",Hyderabad
293,"45,000",Furnished,2,1,2 BHK Apartment , Gachibowli ,Hyderabad
294,140000,Semi-Furnished,5,2,4 BHK Villa ," Kokapet, Outer Ring Road ",Hyderabad
295,"75,000",Furnished,3,2,3 BHK Apartment ," Narsingi, Outer Ring Road ",Hyderabad
296,"19,000",Unfurnished,2,2,2 BHK Apartment , Kompally ,Hyderabad
297,"27,000",Furnished,2,1,3 BHK Apartment , Rajendranagar Mandal ,Hyderabad
298,"10,000",Semi-Furnished,2,0,2 BHK Builder Floor ," Mylargadda, Padmarao Nagar ",Hyderabad
299,350000,Furnished,4,3,4 BHKHouse ," Jubilee Enclave, Hitech City ",Hyderabad
300,200000,Semi-Furnished,4,2,4 BHKHouse , Film Nagar ,Hyderabad
301,"52,000",Unfurnished,3,2,3 BHK Builder Floor , Hitech City ,Hyderabad
302,"9,500",Semi-Furnished,2,0,2 BHKHouse ," Barkas, Chandrayangutta ",Hyderabad
303,"4,000",Unfurnished,1,0,1 BHK Builder Floor , Majarguda ,Hyderabad
304,"14,000",Unfurnished,2,0,2 BHKHouse , Laxminagar Colony Saidabad ,Hyderabad
305,"35,000",Semi-Furnished,4,3,4 BHK Villa , Mokila ,Hyderabad
306,"15,000",Semi-Furnished,2,2,3 BHK Builder Floor , Moula Ali ,Hyderabad
307,"32,000",Semi-Furnished,2,0,3 BHKHouse , Begumpet ,Hyderabad
308,110000,Semi-Furnished,4,3,3 BHK Builder Floor , Madhapur ,Hyderabad
309,"35,000",Semi-Furnished,3,2,3 BHK Apartment , Narayanguda ,Hyderabad
310,"85,000",Furnished,3,2,3 BHK Apartment , Nanakaramguda ,Hyderabad
