,price,Furnishing,Bathroom,Balcony,bhk,locality,City
222,130000,Semi-Furnished,5,2,4 BHK Builder Floor ," Luxury Builder Floors, South City 1, Sector 41 ",Gurgaon
223,"63,000",Semi-Furnished,2,2,2 BHK Apartment ," Emaar Digi Homes, Sector 62 ",Gurgaon
224,"55,000",Semi-Furnished,5,3,4 BHK Apartment ," Puri Diplomatic Greens, Sector 111 ",Gurgaon
225,"40,000",Semi-Furnished,2,2,2 BHK Apartment ," Ireo The Corridors, Sector 67A ",Gurgaon
226,"52,000",Semi-Furnished,3,2,3 BHK Builder Floor ," Unitech South City II, South City 2, Sector 49 ",Gurgaon
227,"70,000",Semi-Furnished,4,3,4 BHK Apartment ," Emaar Palm Terraces, Sector 66 ",Gurgaon
228,120000,Semi-Furnished,3,4,3 BHK Apartment ," Vipul Belmonte, Sector 53 ",Gurgaon
229,160000,Semi-Furnished,4,5,3 BHK Apartment ," Suncity Platinum Towers, Mehrauli  Road ",Gurgaon
230,250000,Semi-Furnished,4,3,3 BHK Apartment ," DLF Crest, Sector 54 ",Gurgaon
231,"40,000",Semi-Furnished,2,2,2 BHK Builder Floor , Sector 43 ,Gurgaon
232,110000,Semi-Furnished,3,3,3 BHK Apartment ," Emaar Digi Homes, Sector 62 ",Gurgaon
233,390000,Semi-Furnished,6,3,5 BHK Apartment ," Ambience Caitriona, Ambience Island, Sector 24, Delhi  Expressway ",Gurgaon
234,200000,Semi-Furnished,7,2,7 BHK Villa ," DLF Phase 1 Arjun Marg, DLF Mega Mall, Sector 28 ",Gurgaon
235,"55,000",Semi-Furnished,3,3,3 BHK Builder Floor ," Emaar Emerald Hills, Sector 65 ",Gurgaon
236,150000,Semi-Furnished,3,3,3 BHK Apartment ," DLF Park Place, Sector 54 ",Gurgaon
237,"52,000",Semi-Furnished,2,5,3 BHK Apartment ," Park View Grand Spa, Sector 81A, NH 8 ",Gurgaon
238,"45,000",Furnished,3,3,3 BHK Apartment ," Vatika City, Sector 49 ",Gurgaon
239,130000,Furnished,3,3,3 BHK Apartment ," Ireo The Grand Arch, Ghatta Kanarpur, Sector 58 ",Gurgaon
240,"32,000",Semi-Furnished,3,3,3 BHK Apartment ," Sispal Vihar AWHO Society, Sector 49 ",Gurgaon
241,200000,Semi-Furnished,5,4,5 BHK Apartment ," Pioneer Presidia, Sector 62 ",Gurgaon
243,"80,000",Unfurnished,4,4,3 BHK Apartment ," Tata Primanti, Sector 72 ",Gurgaon
244,"55,000",Semi-Furnished,3,3,3 BHK Builder Floor ," Emaar Mgf Emerald Floors , Sector 65 ",Gurgaon
245,"16,000",Unfurnished,2,2,3 BHK Apartment ," The Serenas, Sohna Sector 36 ",Gurgaon
246,"60,000",Semi-Furnished,3,1,3 BHK Builder Floor , DLF City Phase 3 ,Gurgaon
247,"60,000",Semi-Furnished,3,3,3 BHK Apartment ," M3M Skywalk, Sector 74, Delhi  Expressway ",Gurgaon
248,300000,Semi-Furnished,9,10,8 BHK Builder Floor ," DLF City Phase 1, DLF City Phase 1 ",Gurgaon
249,130000,Furnished,4,2,4 BHK Builder Floor , DLF City Phase 2 ,Gurgaon
250,140000,Semi-Furnished,4,3,3 BHK Apartment ," DLF Park Place, Sector 54 ",Gurgaon
251,130000,Semi-Furnished,4,2,4 BHK Builder Floor ," Kendriya Vihar Sector 56, Sector 56 ",Gurgaon
